id,listing_url,name,space,picture_url,neighbourhood,latitude,longitude,price,weekly_price,monthly_price,availability_365,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,reviews_per_month
125163,https://www.airbnb.com/rooms/125163,Authentic New York City Living ,"Ensuite with a private bathroom, lots of windows, very comfortable bed and bedding, plush towels, easy access to Brooklyn attractions, 20 minutes form Manhattan. Pre-War styled living quarters in Private Brownstone which offers authentic Brooklyn Living, three blocks to train, one block to best coffee in Bed-Stuy (Liquid Oz Cafe). This apartment sleeps up to 4 people and has lots of space for maximum comfort. Local shops, restaurants, bars, short distance to the Brooklyn Museum, Botanical Gardens, Prospect Park and surrounding neigborhoods; Park Slope, Williamsburg, Bushwick, Clinton Hills, Fort Greene and DUMBO. Bedford-Stuyvesant is a culturally diverse community with the largest percentage of inhabitants are African American and Caribbean American with Europeans, Euro-Americans, Asian, East Asian and Latino. 4 blocks from one of NYC's main train lines the (A,C) which connects to all transit lines. ",https://a0.muscache.com/im/pictures/25200147/6fb59b73_original.jpg?aki_policy=large,Bedford-Stuyvesant,40.6856906578841,-73.9303775992893,99,693,2970,330,33,98,10,10,10,10,9,10,0.61
125594,https://www.airbnb.com/rooms/125594,SUPER BIG AND COZY PRIVATE BEDROOM,"PLEASE READ THE ENTIRE DESCRIPTION! Super Big Private Bedroom is available to spend the night or week. Couples are welcomed! This Cozy bedroom has full size bed to keep your comfort, leather sofa, coffee table, lounge chair and 40 inch flat screen TV with FREE unlimited movie selection on Netflix. Fresh bedding and towels are available. Free unlimited Wi-Fi Internet access. Fully equipped kitchen if you want to cook. My apartment is located in a quiet neighborhood in Kensington area in Brooklyn. Family oriented building with elevator and laundry machines in the basement. Most guests love the neighborhood, its really not that far from Manhattan. The entire building is from 1952 and it's being maintained well. Because the bedroom is facing main street, the traffic could be little laud at times, but that's just what  New York is about. The City that never sleeps! The closest Subway/Metro is the F or G line at Church Ave (about 5 minutes walk). There is also Q line at Beverley Rd.  (about ",https://a0.muscache.com/im/pictures/7326250/6a760cee_original.jpg?aki_policy=large,Kensington,40.6430231413125,-73.9725456070473,39,,,364,78,90,9,9,10,10,9,9,1.1
126443,https://www.airbnb.com/rooms/126443,Huge 2BR 2Bath duplex in East Villa,"My AIRBNB listing is LEGAL in New York City, it's ok to rent rooms in a townhouse, and not ok to rent them in an apartment building. Hi, I am renting out my  apartment in East Village. Its a duplex with 2br 2 bath and 2 pull out couches in the large living room. Its about 1100 sq ft and it is fully furnished with a high end kitchen and bathroom. Its a 3 flight walkup, top two floors of a townhouse, you have the full top two floors. This is by far the hottest area of Manhattan to live at the moment, the subway N R and 6 is 2 1/2 blocks away, F is 5 short blocks away and L is 8.  I have two other listings in the building in case this is booked, check out: https://www.airbnb.com/rooms/9642114 for the studio, https://www.airbnb.com/rooms/9642268 for a 2BR 1Bath The apt comes with fresh sheets and towels. In the kitchen are provided all the basics for cooking. In the living room there is pull out daybed, pull out couch and air mattress.  Master bedroom has its own bathroom, queen size bed, ",https://a0.muscache.com/im/pictures/894626/4cd32666_original.jpg?aki_policy=large,East Village,40.7293922045754,-73.9885729118992,189,2793,8500,301,288,84,8,9,9,9,9,8,3.51
126816,https://www.airbnb.com/rooms/126816,Gorgeous Upper West Side Apartment,"Gorgeous 3 bedroom Upper West Side room available in a doorman building for the month of July.  Located on quiet West End Ave. (btwn. 104th and 105th), two blocks from tranquil Riverside Park and a short walk to Central Park.  Wonderful neighborhood (seven blocks from Columbia campus), fantastic restaurants, bars with various personalities, coffee shops, NYC landmarks (Cathedral of St. John the Divine, Harlem, Morningside Park), convenient subway access Video Here: (Website hidden by Airbnb)  Satellite Cable, Wi-Fi, Washer/Dryer in basement of building, doorman, elevator. One block from 1-train, short walk to 2/3 express (96th St.), or B/C (103rd St.) Spacious private room private bathroom, kitchen, massive living room with quaint windowside couch. Currently transition between roommates, so the room is unfurnished. There will be a nice mattress on the floor, as well as closet space (hence the reduced rate for the moment) non-smoker, no pets.",https://a0.muscache.com/im/pictures/901828/54ff68bc_original.jpg?aki_policy=large,Upper West Side,40.7991840510431,-73.966065787123,85,525,,0,3,73,7,6,9,9,10,9,0.04
127387,https://www.airbnb.com/rooms/127387,"Luxe, Spacious 2BR 2BA Nr Trains","We own a two-bedroom apartment on the second floor of a typical Park Slope/Gowanus townhouse. The floor-through open design allows airflow in the summer and is sunny and bright year-round.  Central AC, dishwasher, and laundry, as well as two large and luxurious bathrooms, make this a comfortable apartment for a family, friends, or two couples.  One bedroom has a queen bed, attached bath with shower, and a balcony.  The other has a child's crib and two twin beds.  There is a sofa in the living room that becomes a queen-sized bed that is really comfortable (really!).  It's not shown in the photos here; if you're interested, it's an orange Nomade Express from Ligne Roset.  The gray sofa shown in these photos is no longer in the home. On that note, please note that the photos were taken in early 2011 (I think).  The apartment looks very similar, but not exactly the same.   The apartment also features WiFi (works well on Macs and *may* work on PCs, depending on your setup) and a breakfast n",https://a0.muscache.com/im/pictures/1069717/2065aae8_original.jpg?aki_policy=large,Gowanus,40.6686243284551,-73.9925971246664,260,1700,4600,247,3,100,10,10,10,10,9,10,0.04
128975,https://www.airbnb.com/rooms/128975,City Room - Street View Apt,"City Room Street View Apt.:   Semi Private Bedroom: https://www.airbnb.com/rooms/152259 Private Comfy Bedroom: https://www.airbnb.com/rooms/56859 Private Suite Bedroom: https://www.airbnb.com/rooms/60666  Street View Apt.: https://www.airbnb.com/rooms/128975 Private Penthouse: https://www.airbnb.com/rooms/54544 Please take a moment to check them out, one of them may be a better fit for you. A Harlem Brown Stone 2nd  Floor Apt. This is a very beautiful floor thru, 700 square feet, apt. located in  Center of Central Harlem. The NEW HARLEM - Trendy, Chic, Diverse and - do I dare say the G-Word ""Gentrified!"" watch your mouth. Restaurants: The Red Rooster, Chez Lucien, Sylvia's, Mobay(Gone),  Yatenga, Douge's(Gone), Amy Routs', Jacobs and so much more. Bars and Music Venues: The Lenox Lounge(gone), Mocha, Showman's, The Shrine, Smoke, St Nicks Pub(gone) and much more. Central Park is only 10 short blocks to the south, a nice easy walk. Trust me when I say the NEW HARLEM no longer fits the o",https://a0.muscache.com/im/pictures/11401803/9e06f2c4_original.jpg?aki_policy=large,Harlem,40.8133259114301,-73.9445312306708,130,900,3750,322,89,95,9,9,9,9,9,9,1.08
130439,https://www.airbnb.com/rooms/130439,***Manhattan NYC - Nice/clean Room!,"HELLO! OlÃ¡! WELCOME TO NEW YORK CITY! Bem vindo a Nova York! ROOM IN A BEAUTIFUL RENOVATED 3 BEDROOM APARTMENT IN MANHATTAN, IF YOU ARE VISITING OR ON BUSINESS OR STUDYING YOU CAN RENT MY NICE AND SPACIOUS WHILE ILL BE ON VACATION IN BRAZIL FIR 3 months . ITâ€™S A ROOM WITH A FULL BED, INTERNET,  CABLE TV, HEATER/AC. THE APARTMENT IS CONVENIENTLY LOCATED 20 MIN FROM TIMES SQUARE WITH LOTS OF STORES AND NICE RESTAURANTS AND BARS AROUND - LOCATED ON 150TH STREET AND BROADWAY. ITâ€™S CLOSE TO THE 1, A AND D (EXPRESS), B AND C TRAINS TO TAKE YOU ANYWHERE IN THE CITY VERY QUICKLY. IT'S A VERY SAFE NEIGHBORHOOD AND HERE YOU CAN FIND THE REAL LOCAL NEWYORKERS. WRITE TO ME WITH A LITTLE ABOUT YOU AND DETAILS OF WHAT YOU NEED. FEEL FREE TO ASK ME ANY QUESTIONS YOU MAY NEED TO KNOW. I KNOW ALL AROUND NYC AND I CAN EASLY TELL YOU GOOD THINGS TO DO HERE AND THE BEST WAY TO EXPLORE THIS AMAZING CITY.   EVERYONE WHO STAYED IN MY APARTMENT SO FAR REALLY LOVED IT! HURRY UP AND BOOK YOUR RESERVATION NOW BE",https://a0.muscache.com/im/pictures/23956896/d562cdc8_original.jpg?aki_policy=large,Hamilton Heights,40.8290748321457,-73.9444626056293,69,450,1250,365,2,97,10,10,10,10,8,10,0.03
131154,https://www.airbnb.com/rooms/131154,Cozy and Bright One Bedroom in BK,"Spacious and newly renovated one bedroom apartment just north of McCarren Park in Greenpoint, Brooklyn (on the Williamsburg border - perfect location!)  One block from Nassau G Train, 10 minute walk to Bedford L Train (one stop to Manhattan).  Close to great restaurants and bars - favorites include Five Leaves (incredible brunch) and No Name Bar (there's no sign out front, so you have to know it's there!)  The apartment is on the 2nd floor, and features a full size bed and large sectional couch. There is an upright piano in the living room, tuned and ready to play.  Sunlight really pours into the bedroom, keeping it bright and warm.  The building is quaint and quiet, and a perfect place to retire to after a day of exploring the city. Many of the past reviews mention a cat who lived here, but she will no longer be here while guests are visiting!",https://a0.muscache.com/im/pictures/2a964a48-72a7-4269-bcef-e2b60077e7bf.jpg?aki_policy=large,Greenpoint,40.7247322364881,-73.9519896580147,140,,,147,125,97,10,10,10,10,10,10,1.54
131747,https://www.airbnb.com/rooms/131747,ELEGANT PRE-WAR APT* Best Upper West Location,"Pre-Wa elegance in the Upper West Side LIVE LIKE A NEW YORKER and save your $$$$ for pleasure in the city EXTRA LARGE PLANTED TERRACE     ABOUT THE APARTMENT   *1 Brand new Double (full) bed  *1 Convertable Double size sofa bed  *1 Bath and well equipped Kitchenette  *Beautifully furnished pre-war apartment  * Floor to ceiling windows overlooking large beautifully plandted terrace and fantastic   architecture  * Dine on Terrace or set table overlooking terrace  * Building is always well heated and cozy in the winter ABOUT THE NEIGHBORHOOD   *Welcome to the most sought after neighborhood in the city   *Steps from Riverside Park and the beautiful Hudson Rive (Website hidden by Airbnb)    *Steps from Fairway Mkt, Lincoln Center, Central Park, Museum Mile   *Some of the best restaurants, cafes and shopping in the city  ABOUT TRANSPORTATION   *A 1 minute walk to the 72nd St hub for all subway and buses   *Broadway Theatre/Time Square is 1 express stop away Coffee and Toast and Fruit Provide",https://a0.muscache.com/im/pictures/1130641/c98e5b28_original.jpg?aki_policy=large,Upper West Side,40.7795470046565,-73.9845044267749,166,,,324,71,92,9,9,10,10,10,9,0.87
132516,https://www.airbnb.com/rooms/132516,Forest Hills Apt 15 mins to Manhattan,"The apartment has its own private entrance from the backyard and is located on the lower level of the home down a small flight of steps. The apartment was recently renovated and features a spacious living room, dining table, kitchen, bedroom with full size bed, and full size bathroom , and plenty of dressers and closet space.",https://a0.muscache.com/im/pictures/9bcad7f7-0008-48b1-aacb-c2ac39b31062.jpg?aki_policy=large,Forest Hills,40.7092498168231,-73.8526245678925,97,,,111,4,95,10,10,10,10,10,9,0.58
